PID,B,L,H,Bx,Ly,ReF,MCODE1,MCODE2,MCODE3
90,0,0,-0.78,-11.04771187,8.59437462,0,0,0,0
91,0,0,-0.78,-10.55308916,8.830694355,0,0,0,0
92,0,0,-0.78,-10.05846645,9.06701409,0,0,0,0
93,0,0,-0.78,-9.58891182,9.34547091,0,0,0,0
94,0,0,-0.78,-9.11935719,9.62392773,0,0,0,0
95,0,0,-0.78,-8.673802605,9.94846749,0,0,0,0
96,0,0,-0.78,-8.22824802,10.27300725,0,0,0,0
97,0,0,-0.78,-7.8227647,10.640134035,0,0,0,0
98,0,0,-0.78,-7.41728138,11.00726082,0,0,0,0
99,0,0,-0.78,-7.047019585,11.40474774,0,0,0,0
100,0,0,-0.78,-6.67675779,11.80223466,0,0,0,0
101,0,0,-0.78,-6.340552605,12.237647945,0,0,0,0
102,0,0,-0.78,-6.27697119701324,12.3040081577304,0,0,0,0
103,0,0,-0.78,-6.19677319019611,12.362561920365,0,0,0,0
104,0,0,-0.78,-6.10382164159036,12.4122655686852,0,0,0,0
105,0,0,-0.78,-6.00197960823777,12.4520754384724,0,0,0,0
106,0,0,-0.78,-5.8951101471801,12.4809478655079,0,0,0,0
107,0,0,-0.78,-5.78707631545911,12.497839185573,0,0,0,0
108,0,0,-0.78,-5.68174117011656,12.5017057344491,0,0,0,0
109,0,0,-0.78,-5.58296776819422,12.4915038479175,0,0,0,0
110,0,0,-0.78,-5.49461916673386,12.4661898617597,0,0,0,0
111,0,0,-0.78,-5.11110123684211,12.3105404968421,0,0,0,0
112,0,0,-0.78,-4.33597913368421,11.7535693636842,0,0,0,0
113,0,0,-0.78,-3.56085703052632,11.1965982305263,0,0,0,0
114,0,0,-0.78,-2.78573492736842,10.6396270973684,0,0,0,0
115,0,0,-0.78,-2.01061282421053,10.0826559642105,0,0,0,0
116,0,0,-0.78,-1.23549072105263,9.52568483105263,0,0,0,0
117,0,0,-0.78,-0.460368617894737,8.96871369789474,0,0,0,0
118,0,0,-0.78,0.314753485263157,8.41174256473684,0,0,0,0
119,0,0,-0.78,1.08987558842105,7.85477143157895,0,0,0,0
120,0,0,-0.78,1.86499769157895,7.29780029842105,0,0,0,0
121,0,0,-0.78,2.64011979473684,6.74082916526316,0,0,0,0
122,0,0,-0.78,3.41524189789474,6.18385803210526,0,0,0,0
123,0,0,-0.78,4.19036400105263,5.62688689894737,0,0,0,0
124,0,0,-0.78,4.96548610421053,5.06991576578947,0,0,0,0
125,0,0,-0.78,5.74060820736842,4.51294463263158,0,0,0,0
126,0,0,-0.78,6.51573031052631,3.95597349947368,0,0,0,0
127,0,0,-0.78,7.29085241368421,3.39900236631579,0,0,0,0
128,0,0,-0.78,8.0659745168421,2.8420312331579,0,0,0,0
129,0,0,-0.78,8.18187169913379,2.73720814480766,0,0,0,0
130,0,0,-0.78,8.27854138207721,2.60663758542728,0,0,0,0
131,0,0,-0.78,8.35483715278953,2.4564302672798,0,0,0,0
132,0,0,-0.78,8.40961259838792,2.29269690262826,0,0,0,0
133,0,0,-0.78,8.44172130598953,2.12154820373568,0,0,0,0
134,0,0,-0.78,8.45001686271152,1.9490948828651,0,0,0,0
135,0,0,-0.78,8.43335285567107,1.78144765227956,0,0,0,0
136,0,0,-0.78,8.39058287198532,1.6247172242421,0,0,0,0
137,0,0,-0.78,8.32056049877145,1.48501431101574,0,0,0,0
138,0,0,-0.78,8.30613654818182,1.46284520409091,0,0,0,0
139,0,0,-0.78,7.77117647636364,0.640630308181818,0,0,0,0
140,0,0,-0.78,7.23621640454545,-0.181584587727273,0,0,0,0
141,0,0,-0.78,6.70125633272727,-1.00379948363636,0,0,0,0
142,0,0,-0.78,6.16629626090909,-1.82601437954545,0,0,0,0
143,0,0,-0.78,5.63133618909091,-2.64822927545455,0,0,0,0
144,0,0,-0.78,5.09637611727273,-3.47044417136364,0,0,0,0
145,0,0,-0.78,4.56141604545455,-4.29265906727273,0,0,0,0
146,0,0,-0.78,4.02645597363636,-5.11487396318182,0,0,0,0
147,0,0,-0.78,3.49149590181818,-5.93708885909091,0,0,0,0
148,0,0,-0.78,2.95653583,-6.759303755,0,0,0,0
149,0,0,-0.78,2.42157575818182,-7.58151865090909,0,0,0,0
150,0,0,-0.78,1.88661568636364,-8.40373354681818,0,0,0,0
151,0,0,-0.78,1.35165561454545,-9.22594844272727,0,0,0,0
152,0,0,-0.78,0.816695542727274,-10.0481633386364,0,0,0,0
153,0,0,-0.78,0.281735470909091,-10.8703782345455,0,0,0,0
154,0,0,-0.78,-0.242823435904999,-11.6766069040954,0,0,0,0
155,0,0,-0.78,-0.242823435904999,-11.6766069040954,0,0,0,0
156,0,0,-0.78,-0.242823435904999,-11.6766069040954,0,0,0,0
157,0,0,-0.78,-0.242823435904999,-11.6766069040954,0,0,0,0
158,0,0,-0.78,-0.242823435904999,-11.6766069040954,0,0,0,0
159,0,0,-0.78,-0.242823435904999,-11.6766069040954,0,0,0,0
160,0,0,-0.78,-0.242823435904999,-11.6766069040954,0,0,0,0
161,0,0,-0.78,-0.242823435904999,-11.6766069040954,0,0,0,0
162,0,0,-0.78,-0.242823435904999,-11.6766069040954,0,0,0,0
163,0,0,-0.78,-0.25308731599768,-11.6922440818543,0,0,0,0
164,0,0,-0.78,-0.25310198094676,-11.6918950246385,0,0,0,0
165,0,0,-0.78,-0.253240593370354,-11.6915667342731,0,0,0,0
166,0,0,-0.78,-0.253475150882484,-11.6912799862243,0,0,0,0
167,0,0,-0.78,-0.253777651097172,-11.691055555958,0,0,0,0
168,0,0,-0.78,-0.254120091628441,-11.6909142189403,0,0,0,0
169,0,0,-0.78,-0.254474470090313,-11.6908767506373,0,0,0,0
170,0,0,-0.78,-0.254812784096811,-11.690963926515,0,0,0,0
171,0,0,-0.78,-0.255107031261957,-11.6911965220395,0,0,0,0
172,0,0,-0.78,-0.433341585685099,-11.9028913864418,0,0,0,0
173,0,0,-0.78,-0.639750393728281,-12.0506967674453,0,0,0,0
174,0,0,-0.78,-0.857509671959379,-12.1424456474896,0,0,0,0
175,0,0,-0.78,-1.08207923230323,-12.2005606269585,0,0,0,0
176,0,0,-0.78,-1.30891888668466,-12.2474643062356,0,0,0,0
177,0,0,-0.78,-1.5334884470285,-12.3055792857044,0,0,0,0
178,0,0,-0.78,-1.7512477252596,-12.3973281657488,0,0,0,0
179,0,0,-0.78,-1.95765653330278,-12.5451335467523,0,0,0,0
180,0,0,-0.78,-2.13555375827321,-12.7563047053762,0,0,0,0
181,0,0,-0.78,-2.13590989403296,-12.7563964735171,0,0,0,0
182,0,0,-0.78,-2.13628294049375,-12.7563570314534,0,0,0,0
183,0,0,-0.78,-2.13664342015591,-12.7562082490642,0,0,0,0
184,0,0,-0.78,-2.13696185551982,-12.7559719962284,0,0,0,0
185,0,0,-0.78,-2.13720876908583,-12.7556701428251,0,0,0,0
186,0,0,-0.78,-2.13735468335429,-12.7553245587333,0,0,0,0
187,0,0,-0.78,-2.13737012082556,-12.7549571138319,0,0,0,0
188,0,0,-0.78,-2.137225604,-12.754589678,0,0,0,0
189,0,0,-0.78,-2.14817468308288,-12.7714180290986,0,0,0,0
190,0,0,-0.78,-2.14817468308288,-12.7714180290986,0,0,0,0
191,0,0,-0.78,-2.14817468308288,-12.7714180290986,0,0,0,0
192,0,0,-0.78,-2.14817468308288,-12.7714180290986,0,0,0,0
193,0,0,-0.78,-2.14817468308288,-12.7714180290986,0,0,0,0
194,0,0,-0.78,-2.14817468308288,-12.7714180290986,0,0,0,0
195,0,0,-0.78,-2.14817468308288,-12.7714180290986,0,0,0,0
196,0,0,-0.78,-2.14817468308288,-12.7714180290986,0,0,0,0
197,0,0,-0.78,-2.14817468308288,-12.7714180290986,0,0,0,0
198,0,0,-0.78,-2.671637762,-13.575962449,0,0,0,0
199,0,0,-0.78,-2.77411828788892,-13.7004706395192,0,0,0,0
200,0,0,-0.78,-2.90097854256586,-13.8018988133564,0,0,0,0
201,0,0,-0.78,-3.04794313797013,-13.881852006057,0,0,0,0
202,0,0,-0.78,-3.20890713805183,-13.9391233019799,0,0,0,0
203,0,0,-0.78,-3.37776560676104,-13.9725057854845,0,0,0,0
204,0,0,-0.78,-3.54841360804787,-13.9807925409296,0,0,0,0
205,0,0,-0.78,-3.71474620586241,-13.9627766526745,0,0,0,0
206,0,0,-0.78,-3.87065846415475,-13.9172512050783,0,0,0,0
207,0,0,-0.78,-4.010045446875,-13.8430092825,0,0,0,0
208,0,0,-0.78,-4.010045446875,-13.8430092825,0,0,0,0
209,0,0,-0.78,-4.81404097375,-13.288683345,0,0,0,0
210,0,0,-0.78,-5.618036500625,-12.7343574075,0,0,0,0
211,0,0,-0.78,-6.4220320275,-12.18003147,0,0,0,0
212,0,0,-0.78,-7.226027554375,-11.6257055325,0,0,0,0
213,0,0,-0.78,-8.03002308125,-11.071379595,0,0,0,0
214,0,0,-0.78,-8.834018608125,-10.5170536575,0,0,0,0
215,0,0,-0.78,-9.638014135,-9.96272772,0,0,0,0
216,0,0,-0.78,-10.442009661875,-9.4084017825,0,0,0,0
217,0,0,-0.78,-11.24600518875,-8.854075845,0,0,0,0
218,0,0,-0.78,-12.050000715625,-8.2997499075,0,0,0,0
219,0,0,-0.78,-12.8539962425,-7.74542397,0,0,0,0
220,0,0,-0.78,-13.657991769375,-7.1910980325,0,0,0,0
221,0,0,-0.78,-14.46198729625,-6.636772095,0,0,0,0
222,0,0,-0.78,-15.265982823125,-6.0824461575,0,0,0,0
223,0,0,-0.78,-15.7691227538966,-5.72600658508636,0,0,0,0
224,0,0,-0.78,-15.8147654803614,-5.66746632396872,0,0,0,0
225,0,0,-0.78,-15.8518515055421,-5.599632470251,0,0,0,0
226,0,0,-0.78,-15.8797387992662,-5.52528307244492,0,0,0,0
227,0,0,-0.78,-15.8977853313611,-5.44719617906223,0,0,0,0
228,0,0,-0.78,-15.9053490716545,-5.36814983861466,0,0,0,0
229,0,0,-0.78,-15.9017879899738,-5.29092209961394,0,0,0,0
230,0,0,-0.78,-15.8864600561464,-5.21829101057181,0,0,0,0
231,0,0,-0.78,-15.85872324,-5.15303462,0,0,0,0
232,0,0,-0.78,-15.85872324,-5.15303462,0,0,0,0
233,0,0,-0.78,-15.66809291,-4.413388925,0,0,0,0
234,0,0,-0.78,-15.47746258,-3.67374323,0,0,0,0
235,0,0,-0.78,-15.485109785,-2.90902134,0,0,0,0
236,0,0,-0.78,-15.49275699,-2.14429945,0,0,0,0
237,0,0,-0.78,-15.699276445,-1.410008105,0,0,0,0
238,0,0,-0.78,-15.9057959,-0.675716760000001,0,0,0,0
239,0,0,-0.78,-16.28461151,-0.0369296600000011,0,0,0,0
240,0,0,-0.78,-16.66342712,0.601857439999999,0,0,0,0
241,0,0,-0.78,-16.742952218636,0.706620700444194,0,0,0,0
242,0,0,-0.78,-16.8062908922124,0.832135158610921,0,0,0,0
243,0,0,-0.78,-16.8530078192766,0.972870179310842,0,0,0,0
244,0,0,-0.78,-16.882667678376,1.12329512735462,0,0,0,0
245,0,0,-0.78,-16.894835148058,1.27787936755292,0,0,0,0
246,0,0,-0.78,-16.8890749068701,1.43109226471639,0,0,0,0
247,0,0,-0.78,-16.8649516333597,1.57740318365571,0,0,0,0
248,0,0,-0.78,-16.8220300060742,1.71128148918154,0,0,0,0
249,0,0,-0.78,-16.759874703561,1.82719654610453,0,0,0,0
250,0,0,-0.78,-16.70988505625,1.90024448125,0,0,0,0
251,0,0,-0.78,-16.2140054625,2.6248541225,0,0,0,0
252,0,0,-0.78,-15.71812586875,3.34946376375,0,0,0,0
253,0,0,-0.78,-15.222246275,4.074073405,0,0,0,0
254,0,0,-0.78,-14.72636668125,4.79868304625,0,0,0,0
255,0,0,-0.78,-14.2304870875,5.5232926875,0,0,0,0
256,0,0,-0.78,-13.73460749375,6.24790232875,0,0,0,0
257,0,0,-0.78,-13.3259406162937,6.83991722268284,0,0,0,0
258,0,0,-0.78,-13.2989819843883,6.86481388527367,0,0,0,0
259,0,0,-0.78,-13.2665755871619,6.88977681019544,0,0,0,0
260,0,0,-0.78,-13.2303641454707,6.91385396550751,0,0,0,0
261,0,0,-0.78,-13.1919903801704,6.93609331926923,0,0,0,0
262,0,0,-0.78,-13.1530970121173,6.95554283953998,0,0,0,0
263,0,0,-0.78,-13.1153267621671,6.97125049437911,0,0,0,0
264,0,0,-0.78,-13.080322351176,6.982264251846,0,0,0,0
265,0,0,-0.78,-13.0497265,6.98763208,0,0,0,0
266,0,0,-0.78,-13.0497265,6.98763208,0,0,0,0
267,0,0,-0.78,-12.43378141,7.12590547,0,0,0,0
268,0,0,-0.78,-11.81783632,7.26417886,0,0,0,0
269,0,0,-0.78,-11.24163003,7.46646405,0,0,0,0
270,0,0,-0.78,-10.66542374,7.66874924,0,0,0,0
271,0,0,-0.78,-10.126178315,7.926388715,0,0,0,0
272,0,0,-0.78,-9.58693289,8.18402819,0,0,0,0
273,0,0,-0.78,-9.077823635,8.485941825,0,0,0,0
274,0,0,-0.78,-8.56871438,8.78785546,0,0,0,0
275,0,0,-0.78,-8.08260521,9.14193498,0,0,0,0
276,0,0,-0.78,-7.59649604,9.4960145,0,0,0,0
277,0,0,-0.78,-7.155529405,9.895268065,0,0,0,0
278,0,0,-0.78,-6.71456277,10.29452163,0,0,0,0
279,0,0,-0.78,-6.314039175,10.72449548,0,0,0,0
280,0,0,-0.78,-5.91351558,11.15446933,0,0,0,0
281,0,0,-0.78,-5.86717433954027,11.2022564215526,0,0,0,0
282,0,0,-0.78,-5.8102143444509,11.24134129118,0,0,0,0
283,0,0,-0.78,-5.74525037730962,11.2713418558975,0,0,0,0
284,0,0,-0.78,-5.67489722069414,11.2918760327204,0,0,0,0
285,0,0,-0.78,-5.60176965718216,11.3025617386638,0,0,0,0
286,0,0,-0.78,-5.52848246935141,11.3030168907433,0,0,0,0
287,0,0,-0.78,-5.45765043977961,11.2928594059739,0,0,0,0
288,0,0,-0.78,-5.39188835104446,11.271707201371,0,0,0,0
289,0,0,-0.78,-5.33381098572367,11.2391781939499,0,0,0,0
290,0,0,-0.78,-4.89124320235294,10.9211670329412,0,0,0,0
291,0,0,-0.78,-4.11790342470588,10.3654766058824,0,0,0,0
292,0,0,-0.78,-3.34456364705882,9.80978617882353,0,0,0,0
293,0,0,-0.78,-2.57122386941176,9.25409575176471,0,0,0,0
294,0,0,-0.78,-1.7978840917647,8.69840532470588,0,0,0,0
295,0,0,-0.78,-1.02454431411765,8.14271489764706,0,0,0,0
296,0,0,-0.78,-0.251204536470587,7.58702447058823,0,0,0,0
297,0,0,-0.78,0.522135241176471,7.03133404352941,0,0,0,0
298,0,0,-0.78,1.29547501882353,6.47564361647059,0,0,0,0
299,0,0,-0.78,2.06881479647059,5.91995318941176,0,0,0,0
300,0,0,-0.78,2.84215457411765,5.36426276235294,0,0,0,0
301,0,0,-0.78,3.61549435176471,4.80857233529412,0,0,0,0
302,0,0,-0.78,4.38883412941176,4.25288190823529,0,0,0,0
303,0,0,-0.78,5.16217390705882,3.69719148117647,0,0,0,0
304,0,0,-0.78,5.93551368470588,3.14150105411765,0,0,0,0
305,0,0,-0.78,6.70885346235294,2.58581062705882,0,0,0,0
306,0,0,-0.78,6.82448414919967,2.48122857018303,0,0,0,0
307,0,0,-0.78,6.92093154864009,2.35095824633643,0,0,0,0
308,0,0,-0.78,6.99705188386914,2.20109631673491,0,0,0,0
309,0,0,-0.78,7.05170137808176,2.03773944259441,0,0,0,0
310,0,0,-0.78,7.0837362544729,1.86698428513083,0,0,0,0
311,0,0,-0.78,7.0920127362375,1.69492750556009,0,0,0,0
312,0,0,-0.78,7.0753870465705,1.52766576509812,0,0,0,0
313,0,0,-0.78,7.03271540866686,1.37129572496082,0,0,0,0
314,0,0,-0.78,6.96285404572151,1.23191404636412,0,0,0,0
315,0,0,-0.78,6.947781082,1.208747429,0,0,0,0
316,0,0,-0.78,6.413368924,0.387374657999999,0,0,0,0
317,0,0,-0.78,5.878956766,-0.433998113000001,0,0,0,0
318,0,0,-0.78,5.344544608,-1.255370884,0,0,0,0
319,0,0,-0.78,4.81013245,-2.076743655,0,0,0,0
320,0,0,-0.78,4.275720292,-2.898116426,0,0,0,0
321,0,0,-0.78,3.741308134,-3.719489197,0,0,0,0
322,0,0,-0.78,3.206895976,-4.540861968,0,0,0,0
323,0,0,-0.78,2.672483818,-5.362234739,0,0,0,0
324,0,0,-0.78,2.13807166,-6.18360751,0,0,0,0
325,0,0,-0.78,1.603659502,-7.004980281,0,0,0,0
326,0,0,-0.78,1.069247344,-7.826353052,0,0,0,0
327,0,0,-0.78,0.534835186000001,-8.647725823,0,0,0,0
328,0,0,-0.78,0.000423028000001935,-9.469098594,0,0,0,0
329,0,0,-0.78,-0.523040050917114,-10.2736430139014,0,0,0,0
330,0,0,-0.78,-0.523040050917114,-10.2736430139014,0,0,0,0
331,0,0,-0.78,-0.523040050917114,-10.2736430139014,0,0,0,0
332,0,0,-0.78,-0.523040050917114,-10.2736430139014,0,0,0,0
333,0,0,-0.78,-0.523040050917114,-10.2736430139014,0,0,0,0
334,0,0,-0.78,-0.523040050917114,-10.2736430139014,0,0,0,0
335,0,0,-0.78,-0.523040050917114,-10.2736430139014,0,0,0,0
336,0,0,-0.78,-0.523040050917114,-10.2736430139014,0,0,0,0
337,0,0,-0.78,-0.523040050917114,-10.2736430139014,0,0,0,0
338,0,0,-0.78,-0.533844530387003,-10.2901037256419,0,0,0,0
339,0,0,-0.78,-0.533859968289364,-10.2897360750484,0,0,0,0
340,0,0,-0.78,-0.53400595209347,-10.2893902951557,0,0,0,0
341,0,0,-0.78,-0.534252990185709,-10.2890882679001,0,0,0,0
342,0,0,-0.78,-0.53457159095247,-10.2888518752177,0,0,0,0
343,0,0,-0.78,-0.53493226278014,-10.2887029990447,0,0,0,0
344,0,0,-0.78,-0.535305514055108,-10.2886635213174,0,0,0,0
345,0,0,-0.78,-0.53566185316376,-10.2887553239718,0,0,0,0
346,0,0,-0.78,-0.535971788492486,-10.2890002889443,0,0,0,0
347,0,0,-0.78,-0.71354803923533,-10.4998835757304,0,0,0,0
348,0,0,-0.78,-0.919939086822067,-10.6476545842362,0,0,0,0
349,0,0,-0.78,-1.13767517674346,-10.7393759117968,0,0,0,0
350,0,0,-0.78,-1.36221829206565,-10.7974674307903,0,0,0,0
351,0,0,-0.78,-1.58903041585478,-10.8443490135948,0,0,0,0
352,0,0,-0.78,-1.81357353117697,-10.9024405325883,0,0,0,0
353,0,0,-0.78,-2.03130962109836,-10.9941618601489,0,0,0,0
354,0,0,-0.78,-2.2377006686851,-11.1419328686547,0,0,0,0
355,0,0,-0.78,-2.41481487392373,-11.3521368139245,0,0,0,0
356,0,0,-0.78,-2.41519300761926,-11.3522342314578,0,0,0,0
357,0,0,-0.78,-2.4155890878713,-11.3521923391744,0,0,0,0
358,0,0,-0.78,-2.41597181928573,-11.3520343573641,0,0,0,0
359,0,0,-0.78,-2.41630990646845,-11.3517835063168,0,0,0,0
360,0,0,-0.78,-2.41657205402534,-11.3514630063225,0,0,0,0
361,0,0,-0.78,-2.4167269665623,-11.3510960776709,0,0,0,0
362,0,0,-0.78,-2.41674334868523,-11.350705940652,0,0,0,0
363,0,0,-0.78,-2.416589905,-11.3503158155556,0,0,0,0
364,0,0,-0.78,-2.42820865700332,-11.3681734304837,0,0,0,0
365,0,0,-0.78,-2.42820865700332,-11.3681734304838,0,0,0,0
366,0,0,-0.78,-2.42820865700332,-11.3681734304838,0,0,0,0
367,0,0,-0.78,-2.42820865700332,-11.3681734304838,0,0,0,0
368,0,0,-0.78,-2.42820865700332,-11.3681734304838,0,0,0,0
369,0,0,-0.78,-2.42820865700332,-11.3681734304837,0,0,0,0
370,0,0,-0.78,-2.42820865700332,-11.3681734304838,0,0,0,0
371,0,0,-0.78,-2.42820865700332,-11.3681734304838,0,0,0,0
372,0,0,-0.78,-2.42820865700332,-11.3681734304838,0,0,0,0
373,0,0,-0.78,-2.95033239,-12.1706593227778,0,0,0,0
374,0,0,-0.78,-3.0512025687246,-12.2926205959779,0,0,0,0
375,0,0,-0.78,-3.17833910360106,-12.3942696632402,0,0,0,0
376,0,0,-0.78,-3.32562376305959,-12.4743969804672,0,0,0,0
377,0,0,-0.78,-3.48693831553042,-12.5317930035612,0,0,0,0
378,0,0,-0.78,-3.65616452944377,-12.5652481884245,0,0,0,0
379,0,0,-0.78,-3.82718417322986,-12.5735529909596,0,0,0,0
380,0,0,-0.78,-3.99387901531892,-12.5554978670688,0,0,0,0
381,0,0,-0.78,-4.15013082414116,-12.5098732726544,0,0,0,0
382,0,0,-0.78,-4.28982136812682,-12.4354696636189,0,0,0,0
383,0,0,-0.78,-4.29449831214286,-12.4322450792857,0,0,0,0
384,0,0,-0.78,-5.10492174928571,-11.8734873285714,0,0,0,0
385,0,0,-0.78,-5.91534518642857,-11.3147295778571,0,0,0,0
386,0,0,-0.78,-6.72576862357143,-10.7559718271429,0,0,0,0
387,0,0,-0.78,-7.53619206071428,-10.1972140764286,0,0,0,0
388,0,0,-0.78,-8.34661549785714,-9.63845632571429,0,0,0,0
389,0,0,-0.78,-9.157038935,-9.079698575,0,0,0,0
390,0,0,-0.78,-9.96746237214286,-8.52094082428572,0,0,0,0
391,0,0,-0.78,-10.7778858092857,-7.96218307357143,0,0,0,0
392,0,0,-0.78,-11.5883092464286,-7.40342532285714,0,0,0,0
